GeneID	nReads	ftype
BYSL	338	exon
BZW1	2191	exon
BZW2	329	exon
C1D	495	exon
C1GALT1	896	exon
C1GALT1C1	38	exon
C1QA	127	exon
C1QB	28	exon
C1QC	196	exon
C1QL1	45	exon
C1QL2	11	exon
C1QL3	114	exon
C1QTNF1	126	exon
C1QTNF12	89	exon
C1QTNF4	1786	exon
C1QTNF5	7	exon
C1QTNF6	52	exon
C1QTNF7	4	exon
C1S	21	exon
C2CD2	2708	exon
C2CD2L	201	exon
C2CD3	47	exon
C2CD4C	67	exon
C2CD5	840	exon
C2CD6	414	exon
C3	21	exon
C5	16	exon
C8A	12	exon
C9orf72	1589	exon
CA10	910	exon
CA11	86	exon
CA12	488	exon
CA13	18	exon
CA14	56	exon
CA2	632	exon
CA4	41	exon
CA5A	331	exon
CA6	97	exon
CA7	2	exon
CA8	10	exon
CAAP1	614	exon
CAB39	3058	exon
CABCOCO1	60	exon
CABIN1	342	exon
CABLES1	384	exon
CABLES2	316	exon
CABP1	1825	exon
CABP7	355	exon
CABYR	255	exon
CACHD1	29	exon
CACNA1A	1081	exon
CACNA1B	215	exon
CACNA1C	2904	exon
CACNA1D	1488	exon
CACNA1E	178	exon
CACNA1F	24	exon
CACNA1H	396	exon
CACNA1I	455	exon
CACNA2D1	2048	exon
CACNA2D2	2836	exon
CACNA2D3	9	exon
CACNA2D4	87	exon
CACNB1	1963	exon
CACNB2	567	exon
CACNB3	133	exon
CACNB4	379	exon
CACNG1	9	exon
CACNG2	1146	exon
CACNG3	935	exon
CACNG4	11	exon
CACNG5	309	exon
CACNG6	100	exon
CACNG7	2610	exon
CACNG8	268	exon
CACTIN	233	exon
CACUL1	547	exon
CAD	239	exon
CADM1	2037	exon
CADM2	3616	exon
CADM3	22585	exon
CADM4	183	exon
CADPS	6600	exon
CADPS2	394	exon
CALB1	5	exon
CALCB	1940	exon
CALCOCO1	395	exon
CALCOCO2	575	exon
CALCRL	135	exon
CALD1	346	exon
CALHM2	17	exon
CALHM3	10	exon
CALHM6	23	exon
CALM1	63951	exon
CALM2	47179	exon
CALM3	16656	exon
CALML4	1	exon
CALML6	16	exon
CALN1	2393	exon
CALR	5320	exon
CALR3	77	exon
CALU	96	exon
CAMK1	227	exon
CAMK1D	965	exon
CAMK1G	150	exon
CAMK2A	131	exon
CAMK2B	5792	exon
CAMK2D	7296	exon
CAMK2G	5094	exon
CAMK2N1	184	exon
CAMK2N2	12347	exon
CAMK4	1107	exon
CAMKK1	3608	exon
CAMKK2	272	exon
CAMKV	34	exon
CAMLG	824	exon
CAMSAP1	842	exon
CAMSAP2	2454	exon
CAMSAP3	414	exon
CAMTA1	15009	exon
CAMTA2	116	exon
CAND1	1076	exon
CANT1	55	exon
CANX	9012	exon
CAP1	1638	exon
CAP2	1644	exon
CAPG	211	exon
CAPN1	76	exon
CAPN10	87	exon
CAPN11	6623	exon
CAPN13	4	exon
CAPN14	10	exon
CAPN15	162	exon
CAPN2	634	exon
CAPN3	10	exon
CAPN5	50	exon
CAPN7	223	exon
CAPNS1	1127	exon
CAPNS2	26	exon
CAPRIN1	2112	exon
CAPRIN2	652	exon
CAPS	129	exon
CAPS2	19	exon
CAPZA1	1757	exon
CAPZA2	2484	exon
CAPZB	1410	exon
CARD10	4	exon
CARD11	49	exon
CARD14	3	exon
CARD19	7	exon
CARD9	131	exon
CARHSP1	52	exon
CARM1	659	exon
CARMIL1	544	exon
CARMIL2	284	exon
CARMIL3	69	exon
CARNMT1	127	exon
CARNS1	1158	exon
CARS1	1152	exon
CARS2	420	exon
CARTPT	47	exon
CASC3	789	exon
CASD1	2205	exon
CASK	1205	exon
CASKIN1	680	exon
CASKIN2	90	exon
CASP10	123	exon
CASP2	112	exon
CASP3	33	exon
CASP6	1	exon
CASP7	41	exon
CASP8AP2	1104	exon
CASP9	173	exon
CASQ1	21	exon
CASS4	171	exon
CAST	2109	exon
CASTOR1	40	exon
CASZ1	39	exon
CATSPER1	16	exon
CATSPERD	39	exon
CATSPERE	26	exon
CATSPERG	54	exon
CAV1	116	exon
CAV2	44	exon
CAVIN1	298	exon
CAVIN2	445	exon
CAVIN4	32	exon
CBFA2T2	258	exon
CBFA2T3	53	exon
CBFB	221	exon
CBL	182	exon
CBLB	602	exon
CBLL1	68	exon
CBLN1	231	exon
CBLN2	728	exon
CBLN4	321	exon
CBR4	284	exon
CBX1	709	exon
CBX2	30	exon
CBX3	1503	exon
CBX4	701	exon
CBX5	4644	exon
CBX6	7821	exon
CBX7	3004	exon
CBX8	101	exon
CBY1	291	exon
CC2D1A	457	exon
CC2D1B	437	exon
CC2D2A	1239	exon
CC2D2B	31	exon
CCAR1	669	exon
CCAR2	922	exon
CCBE1	48	exon
CCDC103	14	exon
CCDC106	260	exon
CCDC107	892	exon
CCDC110	196	exon
CCDC112	212	exon
CCDC113	165	exon
CCDC115	64	exon
CCDC117	117	exon
CCDC12	793	exon
CCDC120	50	exon
CCDC124	292	exon
CCDC125	50	exon
CCDC126	898	exon
CCDC127	823	exon
CCDC130	428	exon
CCDC134	362	exon
CCDC136	347	exon
CCDC137	281	exon
CCDC138	20	exon
CCDC14	86	exon
CCDC141	153	exon
CCDC142	29	exon
CCDC146	34	exon
CCDC148	142	exon
CCDC149	141	exon
CCDC15	495	exon
CCDC150	55	exon
CCDC153	37	exon
CCDC157	36	exon
CCDC159	46	exon
CCDC167	304	exon
CCDC170	2	exon
CCDC171	278	exon
CCDC172	47	exon
CCDC173	248	exon
CCDC174	358	exon
CCDC175	86	exon
CCDC177	165	exon
CCDC178	169	exon
CCDC18	377	exon
CCDC180	66	exon
CCDC181	446	exon
CCDC183	85	exon
CCDC185	210	exon
CCDC186	1052	exon
CCDC189	72	exon
CCDC191	132	exon
CCDC22	186	exon
CCDC24	127	exon
CCDC25	1530	exon
CCDC28A	2182	exon
CCDC28B	120	exon
CCDC30	5	exon
CCDC32	947	exon
CCDC34	1937	exon
CCDC38	105	exon
CCDC39	60	exon
CCDC40	68	exon
CCDC43	501	exon
CCDC47	1406	exon
CCDC50	151	exon
CCDC51	57	exon
CCDC57	167	exon
CCDC59	307	exon
CCDC6	876	exon
CCDC60	46	exon
CCDC61	28	exon
CCDC63	45	exon
CCDC65	95	exon
CCDC66	288	exon
CCDC68	30	exon
CCDC7	143	exon
CCDC71	28	exon
CCDC73	96	exon
CCDC74B	185	exon
CCDC77	30	exon
CCDC78	49	exon
CCDC80	81	exon
CCDC81	70	exon
CCDC85A	21	exon
CCDC85B	344	exon
CCDC85C	852	exon
CCDC86	228	exon
CCDC87	1	exon
CCDC88A	2045	exon
CCDC88B	12	exon
CCDC88C	336	exon
CCDC9	185	exon
CCDC90B	129	exon
CCDC91	671	exon
CCDC92	2789	exon
CCDC92B	187	exon
CCDC93	813	exon
CCDC96	128	exon
CCDC97	100	exon
CCDC9B	670	exon
CCHCR1	176	exon
CCK	15	exon
CCKAR	5	exon
CCKBR	27	exon
CCM2	190	exon
CCN1	396	exon
CCN2	308	exon
CCN3	5	exon
CCN4	306	exon
CCN5	23	exon
CCN6	45	exon
CCNA2	15	exon
CCNB1	54	exon
CCNC	436	exon
CCND1	785	exon
CCND3	318	exon
CCNDBP1	143	exon
CCNE1	237	exon
CCNE2	67	exon
CCNF	13	exon
CCNG1	43	exon
CCNG2	330	exon
CCNH	239	exon
CCNI	7700	exon
CCNI2	173	exon
CCNJ	19	exon
CCNJL	78	exon
CCNK	2384	exon
CCNL1	434	exon
CCNO	13	exon
CCNQ	103	exon
CCNT1	503	exon
CCNT2	328	exon
CCNY	603	exon
CCNYL1	313	exon
CCP110	219	exon
CCPG1	693	exon
CCR4	37	exon
CCR7	5	exon
CCS	140	exon
CCSER2	1070	exon
CCT2	2356	exon
CCT3	1380	exon
CCT4	2602	exon
CCT5	3139	exon
CCT6A	2400	exon
CCT7	849	exon
CCT8	3018	exon
CCZ1	1369	exon
CD101	255	exon
CD109	438	exon
CD14	61	exon
CD151	2960	exon
CD164	359	exon
CD164L2	17	exon
CD180	31	exon
CD19	1	exon
CD200R1	61	exon
CD226	190	exon
CD24	6203	exon
CD247	9	exon
CD276	30	exon
CD2BP2	298	exon
CD300LF	13	exon
CD302	90	exon
CD320	31	exon
CD37	203	exon
CD40	7	exon
CD40LG	18	exon
CD44	267	exon
CD47	3309	exon
CD5	24	exon
CD63	665	exon
CD68	183	exon
CD72	11	exon
CD74	4080	exon
CD79B	139	exon
CD81	11504	exon
CD82	840	exon
CD83	95	exon
CD8A	23	exon
CD9	100	exon
CD93	55	exon
CD99L2	4325	exon
CDA	71	exon
CDAN1	116	exon
CDC123	666	exon
CDC14A	56	exon
CDC14B	1609	exon
CDC16	190	exon
CDC20	211	exon
CDC23	428	exon
CDC25A	39	exon
CDC25B	75	exon
CDC25C	49	exon
CDC26	551	exon
CDC27	830	exon
CDC34	94	exon
CDC37	3636	exon
CDC37L1	927	exon
CDC40	283	exon
CDC42	4709	exon
CDC42BPA	3077	exon
CDC42BPB	450	exon
CDC42EP1	78	exon
CDC42EP2	3	exon
CDC42EP3	205	exon
CDC42EP4	355	exon
CDC42EP5	178	exon
CDC42SE1	17	exon
CDC42SE2	1317	exon
CDC45	2	exon
CDC5L	1587	exon
CDC6	62	exon
CDC7	214	exon
CDC73	616	exon
CDCA2	25	exon
CDCA3	3	exon
CDCA4	375	exon
CDCA5	53	exon
CDCA7L	11	exon
CDCP1	47	exon
CDH10	387	exon
CDH11	485	exon
CDH12	600	exon
CDH13	420	exon
CDH15	19	exon
CDH17	27	exon
CDH18	510	exon
CDH2	1025	exon
CDH20	745	exon
CDH22	11	exon
CDH23	102	exon
CDH24	139	exon
CDH26	36	exon
CDH4	1185	exon
CDH5	13	exon
CDH6	4371	exon
CDH7	360	exon
CDH8	440	exon
CDH9	197	exon
CDHR1	1	exon
CDHR2	175	exon
CDHR3	28	exon
CDHR4	19	exon
CDIN1	494	exon
CDIP1	23	exon
CDIPT	2998	exon
CDK1	6	exon
CDK10	91	exon
CDK11A	196	exon
CDK12	615	exon
CDK13	651	exon
CDK15	173	exon
CDK16	1786	exon
CDK17	1109	exon
CDK18	225	exon
CDK19	223	exon
CDK20	260	exon
CDK2AP1	549	exon
CDK2AP2	200	exon
CDK4	172	exon
CDK5	204	exon
CDK5R1	972	exon
CDK5R2	2194	exon
CDK5RAP1	32	exon
CDK5RAP2	230	exon
CDK5RAP3	364	exon
CDK6	1	exon
CDK7	254	exon
CDK8	470	exon
CDK9	422	exon
CDKAL1	560	exon
CDKL1	450	exon
CDKL2	1498	exon
CDKL3	240	exon
CDKL5	2081	exon
CDKN1A	1181	exon
CDKN1B	857	exon
CDKN1C	855	exon
CDKN2AIPNL	892	exon
CDKN2D	525	exon
CDKN3	49	exon
CDNF	45	exon
CDO1	568	exon
CDON	244	exon
CDPF1	79	exon
CDR2	239	exon
CDR2L	1018	exon
CDS1	3508	exon
CDS2	862	exon
CDT1	21	exon
CDV3	1443	exon
CDYL	79	exon
CDYL2	189	exon
CEBPA	5	exon
CEBPB	128	exon
CEBPD	35	exon
CEBPG	481	exon
CEBPZ	566	exon
CEBPZOS	368	exon
CEL	4	exon
CELF1	237	exon
CELF2	433	exon
CELF3	138	exon
CELF4	463	exon
CELF5	5	exon
CELF6	1206	exon
CELSR1	106	exon
CELSR2	458	exon
CELSR3	295	exon
CEMIP2	292	exon
CENATAC	179	exon
CEND1	15762	exon
CENPE	89	exon
CENPF	2	exon
CENPH	107	exon
CENPI	88	exon
CENPJ	3	exon
CENPK	1	exon
CENPL	34	exon
CENPM	57	exon
CENPN	8	exon
CENPO	67	exon
CENPS	140	exon
CENPT	43	exon
CENPU	18	exon
CENPV	199	exon
CENPW	96	exon
CENPX	12	exon
CEP104	78	exon
CEP112	341	exon
CEP120	327	exon
CEP126	50	exon
CEP128	304	exon
CEP131	621	exon
CEP135	199	exon
CEP152	326	exon
CEP162	263	exon
CEP164	312	exon
CEP170	1446	exon
CEP170B	1481	exon
CEP19	436	exon
CEP192	341	exon
CEP20	430	exon
CEP250	554	exon
CEP290	691	exon
CEP295	457	exon
CEP350	1317	exon
CEP41	59	exon
CEP43	637	exon
CEP44	507	exon
CEP55	118	exon
CEP57	356	exon
CEP63	99	exon
CEP68	1063	exon
CEP70	166	exon
CEP76	169	exon
CEP78	199	exon
CEP83	105	exon
CEP85L	378	exon
CEP89	186	exon
CEP95	115	exon
CEP97	306	exon
CEPT1	639	exon
CERCAM	61	exon
CERK	2356	exon
CERKL	5	exon
CERS1	849	exon
CERS2	77	exon
CERS3	4	exon
CERS5	260	exon
CERS6	425	exon
CERT1	1145	exon
CETN2	2386	exon
CETN3	134	exon
CFAP100	171	exon
CFAP126	6	exon
CFAP157	16	exon
CFAP20	992	exon
CFAP20DC	212	exon
CFAP251	5	exon
CFAP300	80	exon
CFAP36	3373	exon
CFAP410	279	exon
CFAP43	217	exon
CFAP44	39	exon
CFAP46	38	exon
CFAP47	48	exon
CFAP52	30	exon
CFAP53	139	exon
CFAP54	121	exon
CFAP57	169	exon
CFAP61	66	exon
CFAP69	165	exon
CFAP70	38	exon
CFAP73	21	exon
CFAP74	6	exon
CFAP91	149	exon
CFAP92	403	exon
CFAP97	738	exon
CFAP97D1	218	exon
CFAP97D2	32	exon
CFAP99	28	exon
CFDP1	545	exon
CFL1	5240	exon
CFL2	9299	exon
CFLAR	43	exon
CFTR	10	exon
CGA	17	exon
CGGBP1	26	exon
CGN	170	exon
CGNL1	161	exon
CGREF1	326	exon
CGRRF1	176	exon
CH25H	115	exon
CHAC1	1	exon
CHAC2	143	exon
CHAD	2	exon
CHAF1A	107	exon
CHAMP1	636	exon
CHAT	6774	exon
CHCHD1	2136	exon
CHCHD10	6228	exon
CHCHD2	6677	exon
CHCHD3	1011	exon
CHCHD4	409	exon
CHCHD5	391	exon
CHCHD6	261	exon
CHCHD7	864	exon
CHD1	778	exon
CHD1L	692	exon
CHD2	1005	exon
CHD3	386	exon
CHD4	3346	exon
CHD6	2551	exon
CHD7	512	exon
CHD8	129	exon
CHD9	1796	exon
CHEK1	73	exon
CHEK2	175	exon
CHFR	265	exon
CHGA	1446	exon
CHGB	6304	exon
CHIC2	42	exon
CHID1	363	exon
CHKA	6861	exon
CHKB	125	exon
CHL1	2564	exon
CHM	1651	exon
CHMP1A	750	exon
CHMP1B	1765	exon
CHMP2A	1591	exon
CHMP2B	724	exon
CHMP4A	35	exon
CHMP4B	1163	exon
CHMP4C	105	exon
CHMP5	2175	exon
CHMP6	428	exon
CHMP7	383	exon
CHN1	503	exon
CHN2	1737	exon
CHODL	4095	exon
CHORDC1	489	exon
CHP1	2144	exon
CHP2	7	exon
CHPF	151	exon
CHRAC1	1536	exon
CHRDL1	116	exon
CHRFAM7A	156	exon
CHRM2	215	exon
CHRM3	168	exon
CHRM4	66	exon
CHRM5	28	exon
CHRNA2	1693	exon
CHRNA3	331	exon
CHRNA4	367	exon
CHRNA5	351	exon
CHRNA6	13	exon
CHRNB2	1052	exon
CHRNB3	47	exon
CHRNB4	263	exon
CHRNE	3	exon
CHST1	192	exon
CHST10	625	exon
CHST11	492	exon
CHST12	81	exon
CHST14	1149	exon
CHST15	328	exon
CHST2	22	exon
CHST3	38	exon
CHST4	377	exon
CHST7	1067	exon
CHST8	5	exon
CHST9	162	exon
CHSY1	129	exon
CHSY3	550	exon
CHTF18	385	exon
CHTF8	31	exon
CHUK	821	exon
CHURC1	189	exon
CIAO1	220	exon
CIAO2A	417	exon
CIAO2B	830	exon
CIAO3	182	exon
CIAPIN1	454	exon
CIART	2	exon
CIB1	1050	exon
CIB3	12	exon
CIB4	1	exon
CIBAR1	909	exon
CIC	86	exon
CIDEA	182	exon
CIITA	73	exon
CILK1	102	exon
CILP2	12	exon
CIP2A	169	exon
CIPC	45	exon
CIR1	733	exon
CISD1	2278	exon
CISD3	297	exon
CISH	99	exon
CIT	631	exon
CITED2	312	exon
CIZ1	24	exon
CKAP4	389	exon
CKAP5	3006	exon
CKB	20231	exon
CKM	2	exon
CKMT1A	5096	exon
CKMT2	13	exon
CKS1B	169	exon
CKS2	55	exon
CLASP1	1797	exon
CLASP2	2686	exon
CLBA1	654	exon
CLCC1	414	exon
CLCF1	1	exon
CLCN1	141	exon
CLCN2	18	exon
CLCN3	3647	exon
CLCN4	1674	exon
CLCN5	30	exon
CLCN6	512	exon
CLCN7	149	exon
CLCNKA	53	exon
CLDN10	43	exon
CLDN11	1337	exon
CLDN12	638	exon
CLDN19	2	exon
CLDN20	291	exon
CLDN25	18	exon
CLDN3	3	exon
CLDN4	21	exon
CLDN5	137	exon
CLDN7	1	exon
CLDND1	535	exon
CLEC11A	83	exon
CLEC14A	32	exon
CLEC16A	409	exon
CLEC19A	25	exon
CLEC3B	657	exon
CLGN	943	exon
CLHC1	1497	exon
CLIC1	164	exon
CLIC3	33	exon
CLIC4	215	exon
CLIC5	69	exon
CLIC6	31	exon
CLINT1	684	exon
CLIP1	993	exon
CLIP3	646	exon
CLIP4	522	exon
CLK1	1508	exon
CLK2	50	exon
CLK3	241	exon
CLMN	129	exon
CLN3	668	exon
CLN5	59	exon
CLN6	8	exon
CLN8	685	exon
CLNS1A	182	exon
CLOCK	646	exon
CLP1	366	exon
CLPB	55	exon
CLPS	12	exon
CLPTM1	226	exon
CLPTM1L	2512	exon
CLPX	619	exon
CLSPN	139	exon
CLSTN1	5440	exon
CLSTN3	3824	exon
CLTA	3996	exon
CLTB	2820	exon
CLTC	3309	exon
CLTCL1	5197	exon
CLU	4702	exon
CLUAP1	21	exon
CLUH	590	exon
CLVS1	262	exon
CLVS2	1532	exon
CLYBL	204	exon
CMAS	52	exon
CMBL	10	exon
CMC1	1429	exon
CMC2	1671	exon
CMC4	927	exon
CMPK1	1559	exon
CMPK2	205	exon
CMSS1	140	exon
CMTM3	48	exon
CMTM4	618	exon
CMTM5	285	exon
CMTM6	95	exon
CMTM7	71	exon
CMTR1	712	exon
CMTR2	32	exon
CNDP1	66	exon
CNDP2	831	exon
CNEP1R1	332	exon
CNGA1	112	exon
CNGA2	216	exon
CNGA3	15	exon
CNGB1	201	exon
CNGB3	7	exon
CNIH1	2002	exon
CNIH2	62	exon
CNIH3	209	exon
CNIH4	1164	exon
CNKSR1	21	exon
CNKSR2	560	exon
CNKSR3	50	exon
CNN1	65	exon
CNN2	83	exon
CNN3	1524	exon
CNNM1	907	exon
CNNM2	1273	exon
CNNM3	14	exon
CNOT1	549	exon
CNOT10	667	exon
CNOT11	470	exon
CNOT2	549	exon
CNOT3	294	exon
CNOT4	612	exon
CNOT6	242	exon
CNOT6L	80	exon
CNOT7	177	exon
CNOT8	743	exon
CNPPD1	155	exon
CNPY2	51	exon
CNPY3	480	exon
CNR1	967	exon
CNRIP1	964	exon
CNST	1028	exon
CNTD1	99	exon
CNTF	238	exon
CNTFR	209	exon
CNTLN	7	exon
CNTN1	11540	exon
CNTN3	322	exon
CNTN4	88	exon
CNTN5	133	exon
CNTNAP1	5322	exon
CNTNAP4	445	exon
CNTNAP5	1718	exon
CNTRL	194	exon
CNTROB	4	exon
COASY	193	exon
COBLL1	137	exon
COCH	42	exon
COG1	61	exon
COG2	381	exon
COG3	330	exon
COG4	45	exon
COG5	132	exon
COG6	448	exon
COG7	181	exon
COG8	382	exon
COIL	313	exon
COL10A1	11	exon
COL11A1	55	exon
COL11A2	15	exon
COL12A1	1513	exon
COL14A1	36	exon
COL16A1	18	exon
COL17A1	187	exon
COL18A1	30	exon
COL19A1	450	exon
COL1A1	306	exon
COL1A2	149	exon
COL21A1	23	exon
COL22A1	17	exon
COL23A1	265	exon
COL26A1	49	exon
COL27A1	107	exon
COL28A1	32	exon
COL3A1	20	exon
COL4A1	39	exon
COL4A2	109	exon
COL4A4	40	exon
COL4A5	38	exon
COL4A6	251	exon
COL5A1	28	exon
COL5A2	56	exon
COL6A1	1	exon
COL6A2	49	exon
COL6A3	232	exon
COL7A1	3	exon
COL8A1	2	exon
COL8A2	17	exon
COL9A1	26	exon
COL9A2	82	exon
COL9A3	136	exon
COLCA2	4	exon
COLEC10	23	exon
COLEC12	95	exon
COLGALT1	88	exon
COLGALT2	207	exon
COLQ	68	exon
COMMD1	444	exon
COMMD10	399	exon
COMMD2	1117	exon
COMMD3	797	exon
COMMD4	269	exon
COMMD5	612	exon
COMMD6	1362	exon
COMMD7	348	exon
COMMD8	283	exon
COMMD9	825	exon
COMT	1128	exon
COMTD1	60	exon
COP1	1113	exon
COPA	808	exon
COPB1	769	exon
COPB2	1081	exon
COPE	804	exon
COPG1	349	exon
COPG2	208	exon
COPRS	124	exon
COPS2	2305	exon
COPS3	920	exon
COPS4	862	exon
COPS5	1324	exon
COPS6	1117	exon
COPS7A	771	exon
COPS7B	4	exon
COPS8	2543	exon
COPS9	2338	exon
COPZ1	1477	exon
COPZ2	374	exon
COQ10A	565	exon
COQ10B	213	exon
COQ2	366	exon
COQ3	287	exon
COQ4	21	exon
COQ5	273	exon
COQ6	508	exon
COQ7	540	exon
COQ8A	458	exon
COQ8B	249	exon
COQ9	1134	exon
CORIN	190	exon
CORO1A	143	exon
CORO1B	498	exon
CORO1C	311	exon
CORO2A	809	exon
CORO2B	3413	exon
CORO6	5	exon
COTL1	975	exon
CPA6	86	exon
CPAMD8	146	exon
CPB2	8	exon
CPD	539	exon
CPE	7327	exon
CPEB1	1377	exon
CPEB2	190	exon
CPEB4	5211	exon
CPED1	47	exon
CPLANE1	1377	exon
CPLANE2	153	exon
CPLX1	88683	exon
CPLX2	587	exon
CPM	186	exon
CPNE2	111	exon
CPNE3	435	exon
CPNE4	270	exon
CPNE6	3785	exon
CPNE7	218	exon
CPNE9	58	exon
CPOX	179	exon
CPPED1	17	exon
CPQ	78	exon
CPSF1	301	exon
CPSF2	544	exon
CPSF3	638	exon
CPSF4	95	exon
CPSF6	1534	exon
CPSF7	222	exon
CPT1A	1081	exon
CPT1B	1	exon
CPT1C	701	exon
CPT2	562	exon
CPVL	779	exon
CPXM1	22	exon
CPXM2	3	exon
CPZ	31	exon
CR1	920	exon
CRABP1	59	exon
CRABP2	298	exon
CRACD	3097	exon
CRACDL	65	exon
CRACR2A	12	exon
CRACR2B	46	exon
CRADD	432	exon
CRAMP1	461	exon
CRAT	152	exon
CRB1	31	exon
CRB2	41	exon
CRBN	1203	exon
CREB1	389	exon
CREB3	428	exon
CREB3L1	374	exon
CREB3L2	50	exon
CREB3L4	170	exon
CREB5	537	exon
CREBL2	3820	exon
CREBRF	828	exon
CREBZF	533	exon
CREG1	198	exon
CREG2	954	exon
CRELD1	1074	exon
CRELD2	174	exon
CREM	47	exon
CRHR2	2	exon
CRIM1	380	exon
CRIP1	328	exon
CRIP2	4243	exon
CRIPT	2202	exon
CRISPLD1	2	exon
CRISPLD2	37	exon
CRK	1256	exon
CRKL	408	exon
CRLF1	28	exon
CRLF2	15	exon
CRLF3	138	exon
CRLS1	258	exon
CRNKL1	281	exon
CROCC	16	exon
CROCC2	81	exon
CROT	940	exon
CRPPA	445	exon
CRTAM	23	exon
CRTC1	170	exon
CRTC2	6	exon
CRY1	447	exon
CRY2	209	exon
CRYAB	36	exon
CRYBA2	8	exon
CRYBB2	6	exon
CRYBG1	2	exon
CRYBG3	271	exon
CRYL1	310	exon
CRYM	40	exon
CRYZ	513	exon
CRYZL1	655	exon
CSDC2	362	exon
CSDE1	6480	exon
CSE1L	2277	exon
CSF1	259	exon
CSF1R	793	exon
CSF2RB	80	exon
CSF3R	5	exon
CSGALNACT2	72	exon
CSK	404	exon
CSKMT	63	exon
CSMD1	512	exon
CSMD2	418	exon
CSMD3	400	exon
CSNK1A1	2574	exon
CSNK1D	2503	exon
CSNK1G1	445	exon
CSNK1G2	801	exon
CSNK1G3	1246	exon
CSNK2A1	398	exon
CSNK2A2	1015	exon
CSNK2B	1928	exon
CSPG4	24	exon
CSPG5	191	exon
CSPP1	566	exon
CSRNP1	318	exon
CSRNP2	725	exon
CSRNP3	944	exon
CSRP1	1970	exon
CSRP2	429	exon
CSRP3	16	exon
CSTF1	170	exon
CSTF2	357	exon
CSTF3	343	exon
CTBP1	2223	exon
CTBP2	401	exon
CTC1	444	exon
CTCF	489	exon
CTDNEP1	41	exon
CTDP1	531	exon
CTDSP1	624	exon
CTDSP2	284	exon
CTDSPL	717	exon
CTDSPL2	278	exon
CTH	957	exon
CTHRC1	215	exon
CTIF	377	exon
CTNNA1	572	exon
CTNNAL1	33	exon
CTNNB1	1999	exon
CTNNBIP1	197	exon
CTNNBL1	329	exon
CTNND1	69	exon
CTNND2	1534	exon
CTNS	97	exon
CTPS1	297	exon
CTPS2	480	exon
CTR9	406	exon
CTRC	77	exon
CTRL	52	exon
CTSA	87	exon
CTSB	4094	exon
CTSC	161	exon
CTSD	1635	exon
CTSF	737	exon
CTSH	248	exon
CTSK	63	exon
CTSL	912	exon
CTSO	76	exon
CTSS	17	exon
CTSW	98	exon
CTTN	2063	exon
CTTNBP2	696	exon
CTTNBP2NL	1000	exon
CTU1	71	exon
CTU2	178	exon
CTXN1	496	exon
CTXN2	232	exon
CTXND1	160	exon
CUEDC1	140	exon
CUL1	2157	exon
CUL2	1207	exon
CUL3	1380	exon
CUL4B	1321	exon
CUL5	1598	exon
CUNH10orf143	121	exon
CUNH10orf53	39	exon
CUNH10orf82	4	exon
CUNH10orf88	177	exon
CUNH10orf90	130	exon
CUNH11orf1	8	exon
CUNH11orf24	135	exon
CUNH11orf42	1	exon
CUNH11orf49	1050	exon
CUNH11orf52	9	exon
CUNH11orf54	118	exon
CUNH11orf58	729	exon
CUNH11orf65	91	exon
CUNH11orf68	118	exon
CUNH11orf87	653	exon
CUNH11orf94	67	exon
CUNH11orf96	976	exon
CUNH11orf97	764	exon
CUNH11orf98	697	exon
CUNH12orf29	175	exon
CUNH12orf4	225	exon
CUNH12orf40	409	exon
CUNH12orf43	62	exon
CUNH12orf50	74	exon
CUNH12orf57	569	exon
CUNH12orf66	60	exon
CUNH12orf73	119	exon
CUNH14orf119	222	exon
CUNH14orf132	493	exon
CUNH14orf93	2	exon
CUNH15orf39	35	exon
CUNH15orf40	111	exon
CUNH15orf48	79	exon
CUNH15orf61	719	exon
CUNH15orf62	17	exon
CUNH16orf46	243	exon
CUNH16orf70	681	exon
CUNH16orf72	215	exon
CUNH16orf74	115	exon
CUNH16orf87	1066	exon
CUNH16orf96	25	exon
CUNH17orf49	71	exon
CUNH17orf58	1	exon
CUNH17orf75	767	exon
CUNH17orf80	236	exon
CUNH17orf97	104	exon
CUNH17orf98	81	exon
CUNH18orf21	367	exon
CUNH18orf25	194	exon
CUNH18orf32	1990	exon
CUNH18orf54	46	exon
CUNH18orf63	34	exon
CUNH19orf12	223	exon
CUNH19orf25	91	exon
CUNH19orf44	57	exon
CUNH19orf47	170	exon
CUNH19orf53	1290	exon
CUNH19orf54	182	exon
CUNH19orf67	4	exon
CUNH19orf71	11	exon
CUNH19orf81	160	exon
CUNH1orf100	240	exon
CUNH1orf112	55	exon
CUNH1orf115	26	exon
CUNH1orf116	113	exon
CUNH1orf131	2108	exon
CUNH1orf146	13	exon
CUNH1orf159	2	exon
CUNH1orf167	1	exon
CUNH1orf189	54	exon
CUNH1orf194	541	exon
CUNH1orf198	120	exon
CUNH1orf21	755	exon
CUNH1orf210	3	exon
CUNH1orf216	405	exon
CUNH1orf232	6	exon
CUNH1orf35	127	exon
CUNH1orf43	51	exon
CUNH1orf50	254	exon
CUNH1orf52	166	exon
CUNH1orf56	16	exon
CUNH1orf74	116	exon
CUNH1orf87	24	exon
CUNH20orf202	79	exon
CUNH20orf27	434	exon
CUNH20orf96	162	exon
CUNH21orf91	201	exon
CUNH22orf23	214	exon
CUNH22orf39	134	exon
CUNH2orf42	60	exon
CUNH2orf49	170	exon
