GeneID	nReads	ftype
LOC120297717	27	intron
LOC120297718	1	intron
LOC120297720	821	intron
LOC120297721	111	intron
LOC120297729	11	intron
LOC120297738	67	intron
LOC120297740	108	intron
LOC120297754	3	intron
LOC120297767	2	intron
LOC120297769	3	intron
LOC120297778	755	intron
LOC120297781	121	intron
LOC120297782	64	intron
LOC120297787	8	intron
LOC120297788	77	intron
LOC120297791	672	intron
LOC120297793	153	intron
LOC120297795	28	intron
LOC120297803	543	intron
LOC120297819	269	intron
LOC120297825	24	intron
LOC120297838	82	intron
LOC120297842	25	intron
LOC120297844	33	intron
LOC120297846	48	intron
LOC120297849	2	intron
LOC120297852	257	intron
LOC120297853	2	intron
LOC120297854	83	intron
LOC120297859	17	intron
LOC120297862	5	intron
LOC120297863	94	intron
LOC120297871	150	intron
LOC120297873	123	intron
LOC120297880	1	intron
LOC120297887	12	intron
LOC120297891	13	intron
LOC120297901	19	intron
LOC120297905	210	intron
LOC120297919	10	intron
LOC120297920	34	intron
LOC120297927	45	intron
LOC120297932	1	intron
LOC120297933	42	intron
LOC120297953	1	intron
LOC120297961	23	intron
LOC120297965	2	intron
LOC120297976	466	intron
LOC120297985	101	intron
LOC120297992	53	intron
LOC120297997	46	intron
LOC120298003	116	intron
LOC120298007	155	intron
LOC120298011	3	intron
LOC120298012	508	intron
LOC120298015	12	intron
LOC120298018	9	intron
LOC120298020	1	intron
LOC120298021	146	intron
LOC120298022	114	intron
LOC120298034	29	intron
LOC120298038	1	intron
LOC120298045	10	intron
LOC120298050	2	intron
LOC120298053	32	intron
LOC120298056	25	intron
LOC120298069	107	intron
LOC120298070	38	intron
LOC120298084	1	intron
LOC120298095	204	intron
LOC120298096	375	intron
LOC120298097	26	intron
LOC120298102	263	intron
LOC120298118	39	intron
LOC120298121	634	intron
LOC120298122	17	intron
LOC120298129	3	intron
LOC120298148	21	intron
LOC120298159	258	intron
LOC120298161	83	intron
LOC120298163	4	intron
LOC120298164	19	intron
LOC120298167	37	intron
LOC120298170	9	intron
LOC120298171	37	intron
LOC120298172	2	intron
LOC120298173	5	intron
LOC120298174	5	intron
LOC120298175	1	intron
LOC120298176	7	intron
LOC120298178	2	intron
LOC120298179	3	intron
LOC120298181	23	intron
LOC120298183	1	intron
LOC120298187	74	intron
LOC120298190	19	intron
LOC120298191	7	intron
LOC120298192	5	intron
LOC120298194	1	intron
LOC120298195	11	intron
LOC120298197	7	intron
LOC120298198	186	intron
LOC120298200	1	intron
LOC120298201	864	intron
LOC120298203	328	intron
LOC120298204	89	intron
LOC120298205	546	intron
LOC120298211	99	intron
LOC120298212	101	intron
LOC120298213	25	intron
LOC120298216	2	intron
LOC120298217	42	intron
LOC120298218	2	intron
LOC120298219	26	intron
LOC120298220	58	intron
LOC120298223	879	intron
LOC120298224	65	intron
LOC120298226	65	intron
LOC120298227	1365	intron
LOC120298235	1	intron
LOC120298236	7	intron
LOC120298237	117	intron
LOC120298239	24	intron
LOC120298240	40	intron
LOC120298242	244	intron
LOC120298244	904	intron
LOC120298251	10	intron
LOC120298252	18	intron
LOC120298254	16	intron
LOC120298263	1	intron
LOC120298276	6	intron
LOC120298288	16	intron
LOC120298294	8	intron
LOC120298297	2	intron
LOC120298298	6	intron
LOC120298301	7	intron
LOC120298319	10	intron
LOC120298324	25	intron
LOC120298326	74	intron
LOC120298330	34	intron
LOC120298347	4	intron
LOC120298350	12	intron
LOC120298352	27	intron
LOC120298357	7	intron
LOC120298359	29	intron
LOC120298366	22	intron
LOC120298373	1	intron
LOC120298388	14	intron
LOC120298389	4	intron
LOC120298390	14	intron
LOC120298393	5	intron
LOC120298396	3	intron
LOC120298402	1	intron
LOC120298406	1	intron
LOC120298408	123	intron
LOC120298412	2	intron
LOC120298427	1092	intron
LOC120298428	7	intron
LOC120298429	20	intron
LOC120298432	7	intron
LOC120298439	19	intron
LOC120298442	101	intron
LOC120298444	4	intron
LOC120298445	2	intron
LOC120298446	5	intron
LOC120298447	39	intron
LOC120298453	3	intron
LOC120298455	6	intron
LOC120298461	8	intron
LOC120298462	1	intron
LOC120298464	123	intron
LOC120298466	154	intron
LOC120298468	191	intron
LOC120298469	23	intron
LOC120298470	146	intron
LOC120298472	6	intron
LOC120298473	66	intron
LOC120298475	108	intron
LOC120298476	97	intron
LOC120298477	14	intron
LOC120298478	2	intron
LOC120298479	46	intron
LOC120298483	8	intron
LOC120298484	6	intron
LOC120298485	232	intron
LOC120298488	2	intron
LOC120298489	97	intron
LOC120298490	2	intron
LOC120298493	14	intron
LOC120298494	4	intron
LOC120298496	2	intron
LOC120298497	69	intron
LOC120298498	145	intron
LOC120298500	17	intron
LOC120298502	10	intron
LOC120298504	53	intron
LOC120298505	4	intron
LOC120298507	117	intron
LOC120298510	2	intron
LOC120298514	29	intron
LOC120298518	6	intron
LOC120298537	34	intron
LOC120298540	12	intron
LOC120298542	128	intron
LOC120298543	16	intron
LOC120298546	22	intron
LOC120298547	251	intron
LOC120298551	72	intron
LOC120298553	254	intron
LOC120298564	2	intron
LOC120298567	260	intron
LOC120298568	1	intron
LOC120298570	9	intron
LOC120298574	579	intron
LOC120298577	14	intron
LOC120298579	347	intron
LOC120298586	9	intron
LOC120298592	15	intron
LOC120298595	6	intron
LOC120298605	5	intron
LOC120298607	21	intron
LOC120298611	8	intron
LOC120298617	7	intron
LOC120298623	1	intron
LOC120298624	509	intron
LOC120298638	430	intron
LOC120298640	2	intron
LOC120298657	5	intron
LOC120298658	7	intron
LOC120298659	11	intron
LOC120298660	3	intron
LOC120298661	1	intron
LOC120298662	7	intron
LOC120298664	12	intron
LOC120298671	3	intron
LOC120298672	253	intron
LOC120298674	11	intron
LOC120298676	711	intron
LOC120298686	1	intron
LOC120298695	352	intron
LOC120298696	121	intron
LOC120298697	656	intron
LOC120298698	5	intron
LOC120298699	3	intron
LOC120298700	4	intron
LOC120298701	1	intron
LOC120298702	23	intron
LOC120298704	11	intron
LOC120298705	26	intron
LOC120298710	12	intron
LOC120298713	103	intron
LOC120298720	1	intron
LOC120298721	10	intron
LOC120298723	25	intron
LOC120298726	30	intron
LOC120298733	28	intron
LOC120298734	3	intron
LOC120298735	32	intron
LOC120298737	6	intron
LOC120298739	49	intron
LOC120298741	3	intron
LOC120298742	40	intron
LOC120298743	5	intron
LOC120298744	4	intron
LOC120298745	10	intron
LOC120298746	28	intron
LOC120298747	6	intron
LOC120298748	2	intron
LOC120298750	1	intron
LOC120298752	467	intron
LOC120298753	1	intron
LOC120298759	258	intron
LOC120298760	196	intron
LOC120298763	338	intron
LOC120298769	1	intron
LOC120298772	2	intron
LOC120298778	11	intron
LOC120298780	8	intron
LOC120298781	6	intron
LOC120298788	46	intron
LOC120298795	30	intron
LOC120298798	260	intron
LOC120298800	1579	intron
LOC120298807	7	intron
LOC120298814	42	intron
LOC120298819	3	intron
LOC120298828	19	intron
LOC120298838	16	intron
LOC120298851	1	intron
LOC120298872	42	intron
LOC120298876	24	intron
LOC120298889	1	intron
LOC120298901	6	intron
LOC120298908	73	intron
LOC120298917	54	intron
LOC120298921	10	intron
LOC120298922	18	intron
LOC120298924	5	intron
LOC120298930	182	intron
LOC120298935	1099	intron
LOC120298936	786	intron
LOC120298945	320	intron
LOC120298950	191	intron
LOC120298951	6	intron
LOC120298953	36	intron
LOC120298964	26	intron
LOC120298979	25	intron
LOC120298988	4	intron
LOC120298992	211	intron
LOC120299002	2	intron
LOC120299005	23	intron
LOC120299009	5	intron
LOC120299010	334	intron
LOC120299012	80	intron
LOC120299013	8	intron
LOC120299014	241	intron
LOC120299015	14	intron
LOC120299016	16	intron
LOC120299022	197	intron
LOC120299030	1	intron
LOC120299031	21	intron
LOC120299034	45	intron
LOC120299037	17	intron
LOC120299045	19	intron
LOC120299057	25	intron
LOC120299077	11	intron
LOC120299080	38	intron
LOC120299081	13	intron
LOC120299084	9	intron
LOC120299085	6	intron
LOC120299086	8	intron
LOC120299090	322	intron
LOC120299091	11	intron
LOC120299096	2	intron
LOC120299104	1	intron
LOC120299106	849	intron
LOC120299107	150	intron
LOC120299108	1	intron
LOC120299110	3052	intron
LOC120299114	12	intron
LOC120299115	2	intron
LOC120299126	44	intron
LOC120299127	23	intron
LOC120299128	130	intron
LOC120299134	17	intron
LOC120299140	136	intron
LOC120299142	123	intron
LOC120299155	48	intron
LOC120299159	35	intron
LOC120299160	2	intron
LOC120299162	8	intron
LOC120299165	59	intron
LOC120299169	83	intron
LOC120299171	2409	intron
LOC120299180	13	intron
LOC120299182	48	intron
LOC120299189	76	intron
LOC120299194	9	intron
LOC120299198	54	intron
LOC120299199	3	intron
LOC120299206	44	intron
LOC120299207	50	intron
LOC120299208	39	intron
LOC120299210	11	intron
LOC120299213	18	intron
LOC120299215	17	intron
LOC120299217	201	intron
LOC120299218	139	intron
LOC120299225	15	intron
LOC120299226	144	intron
LOC120299239	6	intron
LOC120299245	6	intron
LOC120299250	84	intron
LOC120299261	3	intron
LOC120299269	10	intron
LOC120299273	1	intron
LOC120299274	15	intron
LOC120299278	173	intron
LOC120299280	89	intron
LOC120299281	67	intron
LOC120299283	33	intron
LOC120299284	46	intron
LOC120299287	320	intron
LOC120299291	968	intron
LOC120299293	6	intron
LOC120299294	390	intron
LOC120299305	259	intron
LOC120299312	457	intron
LOC120299315	296	intron
LOC120299319	2	intron
LOC120299321	85	intron
LOC120299329	915	intron
LOC120299333	152	intron
LOC120299342	7	intron
LOC120299349	11	intron
LOC120299351	115	intron
LOC120299362	119	intron
LOC120299364	22	intron
LOC120299373	79	intron
LOC120299377	37	intron
LOC120299378	4	intron
LOC120299379	40	intron
LOC120299396	80	intron
LOC120299397	1	intron
LOC120299398	39	intron
LOC120299399	13	intron
LOC120299405	19	intron
LOC120299410	78	intron
LOC120299412	122	intron
LOC120299414	23	intron
LOC120299416	119	intron
LOC120299418	98	intron
LOC120299428	3	intron
LOC120299430	7	intron
LOC120299441	20	intron
LOC120299442	13	intron
LOC120299444	81	intron
LOC120299446	489	intron
LOC120299447	13	intron
LOC120299448	16	intron
LOC120299449	1	intron
LOC120299450	30	intron
LOC120299451	22	intron
LOC120299452	3	intron
LOC120299453	5	intron
LOC120299455	11	intron
LOC120299456	2	intron
LOC120299457	4	intron
LOC120299458	28	intron
LOC120299460	52	intron
LOC120299465	35	intron
LOC120299467	2	intron
LOC120299468	163	intron
LOC120299470	23	intron
LOC120299472	1	intron
LOC120299473	52	intron
LOC120299474	1	intron
LOC120299475	5	intron
LOC120299476	4	intron
LOC120299477	6	intron
LOC120299484	73	intron
LOC120299485	1	intron
LOC120299486	8	intron
LOC120299487	1	intron
LOC120299490	173	intron
LOC120299491	20	intron
LOC120299492	1	intron
LOC120299498	9	intron
LOC120299511	31	intron
LOC120299516	4	intron
LOC120299522	26	intron
LOC120299523	8	intron
LOC120299525	14	intron
LOC120299528	3	intron
LOC120299535	1	intron
LOC120299547	81	intron
LOC120299549	10	intron
LOC120299551	26	intron
LOC120299556	29	intron
LOC120299561	16	intron
LOC120299565	255	intron
LOC120299566	13	intron
LOC120299568	203	intron
LOC120299574	42	intron
LOC120299575	18	intron
LOC120299580	99	intron
LOC120299588	26	intron
LOC120299590	671	intron
LOC120299592	746	intron
LOC120299595	25	intron
LOC120299597	192	intron
LOC120299599	12	intron
LOC120299607	22	intron
LOC120299612	219	intron
LOC120299614	122	intron
LOC120299615	59	intron
LOC120299616	386	intron
LOC120299617	492	intron
LOC120299618	30	intron
LOC120299619	98	intron
LOC120299620	3	intron
LOC120299621	130	intron
LOC120299623	4	intron
LOC120299625	187	intron
LOC120299626	108	intron
LOC120299627	269	intron
LOC120299628	18	intron
LOC120299637	20	intron
LOC120299652	897	intron
LOC120299657	3	intron
LOC120299658	26	intron
LOC120299659	78	intron
LOC120299663	96	intron
LOC120299665	10	intron
LOC120299666	2	intron
LOC120299680	13	intron
LOC120299681	82	intron
LOC120299682	1	intron
LOC120299685	19	intron
LOC120299688	49	intron
LOC120299715	74	intron
LOC120299723	19	intron
LOC120299734	29	intron
LOC120299739	60	intron
LOC120299771	1	intron
LOC120299772	43	intron
LOC120299775	6	intron
LOC120299780	3	intron
LOC120299781	392	intron
LOC120299787	9	intron
LOC120299793	192	intron
LOC120299794	98	intron
LOC120299796	130	intron
LOC120299798	679	intron
LOC120299800	7	intron
LOC120299801	18	intron
LOC120299802	123	intron
LOC120299803	28	intron
LOC120299804	39	intron
LOC120299812	5	intron
LOC120299816	13	intron
LOC120299826	1	intron
LOC120299849	94	intron
LOC120299850	3	intron
LOC120299851	44	intron
LOC120299852	24	intron
LOC120299857	36	intron
LOC120299860	10	intron
LOC120299861	79	intron
LOC120299862	1	intron
LOC120299863	19	intron
LOC120299866	43	intron
LOC120299869	38	intron
LOC120299872	4	intron
LOC120299873	8	intron
LOC120299876	31	intron
LOC120299879	310	intron
LOC120299880	38	intron
LOC120299881	1	intron
LOC120299885	40	intron
LOC120299890	232	intron
LOC120299892	62	intron
LOC120299894	16	intron
LOC120299896	480	intron
LOC120299897	7	intron
LOC120299899	10	intron
LOC120299900	502	intron
LOC120299901	13	intron
LOC120299902	59	intron
LOC120299905	28	intron
LOC120299907	4	intron
LOC120299908	7	intron
LOC120299919	5	intron
LOC120299925	2	intron
LOC120299930	156	intron
LOC120299933	5	intron
LOC120299936	29	intron
LOC120299937	7	intron
LOC120299939	2	intron
LOC120299943	99	intron
LOC120299949	49	intron
LOC120299952	425	intron
LOC120299955	30	intron
LOC120299959	1	intron
LOC120299967	1043	intron
LOC120299979	14	intron
LOC120299981	2	intron
LOC120299983	2256	intron
LOC120299984	975	intron
LOC120299991	925	intron
LOC120299992	536	intron
LOC120299998	6	intron
LOC120300007	15	intron
LOC120300009	11	intron
LOC120300012	99	intron
LOC120300015	54	intron
LOC120300017	57	intron
LOC120300023	338	intron
LOC120300024	25	intron
LOC120300028	162	intron
LOC120300030	11	intron
LOC120300031	22	intron
LOC120300033	19	intron
LOC120300035	2	intron
LOC120300045	82	intron
LOC120300046	161	intron
LOC120300047	8	intron
LOC120300048	5	intron
LOC120300052	71	intron
LOC120300058	186	intron
LOC120300059	139	intron
LOC120300062	107	intron
LOC120300071	97	intron
LOC120300078	27	intron
LOC120300079	49	intron
LOC120300080	12	intron
LOC120300082	7	intron
LOC120300084	21	intron
LOC120300086	9	intron
LOC120300087	2	intron
LOC120300088	150	intron
LOC120300091	474	intron
LOC120300092	201	intron
LOC120300093	2	intron
LOC120300095	1	intron
LOC120300097	6	intron
LOC120300098	1	intron
LOC120300099	62	intron
LOC120300105	29	intron
LOC120300108	90	intron
LOC120300109	40	intron
LOC120300111	16	intron
LOC120300114	1313	intron
LOC120300115	135	intron
LOC120300117	177	intron
LOC120300119	1	intron
LOC120300120	22	intron
LOC120300121	398	intron
LOC120300122	12	intron
LOC120300124	119	intron
LOC120300128	16	intron
LOC120300133	90	intron
LOC120300136	46	intron
LOC120300138	58	intron
LOC120300139	3	intron
LOC120300143	280	intron
LOC120300144	2	intron
LOC120300151	1	intron
LOC120300152	56	intron
LOC120300154	10	intron
LOC120300155	22	intron
LOC120300156	23	intron
LOC120300157	12	intron
LOC120300160	3	intron
LOC120300161	52	intron
LOC120300164	1	intron
LOC120300166	17	intron
LOC120300167	22	intron
LOC120300168	11	intron
LOC120300169	158	intron
LOC120300170	17	intron
LOC120300171	3	intron
LOC120300172	9	intron
LOC120300173	10	intron
LOC120300174	22	intron
LOC120300176	71	intron
LOC120300177	35	intron
LOC120300178	137	intron
LOC120300180	163	intron
LOC120300181	213	intron
LOC120300182	262	intron
LOC120300187	43	intron
LOC120300196	173	intron
LOC120300198	167	intron
LOC120300202	776	intron
LOC120300205	48	intron
LOC120300227	86	intron
LOC120300233	23	intron
LOC120300239	1768	intron
LOC120300249	25	intron
LOC120300252	338	intron
LOC120300261	39	intron
LOC120300263	74	intron
LOC120300265	30	intron
LOC120300266	27	intron
LOC120300277	1634	intron
LOC120300278	1477	intron
LOC120300280	39	intron
LOC120300282	467	intron
LOC120300283	733	intron
LOC120300288	338	intron
LOC120300289	45	intron
LOC120300290	118	intron
LOC120300301	39	intron
LOC120300311	1463	intron
LOC120300314	58	intron
LOC120300337	2	intron
LOC120300339	3	intron
LOC120300341	1	intron
LOC120300344	3	intron
LOC120300349	644	intron
LOC120300354	4	intron
LOC120300360	249	intron
LOC120300365	1	intron
LOC120300367	3	intron
LOC120300369	42	intron
LOC120300370	21	intron
LOC120300378	27	intron
LOC120300388	20	intron
LOC120300389	1	intron
LOC120300393	205	intron
LOC120300395	2	intron
LOC120300398	787	intron
LOC120300404	11	intron
LOC120300419	68	intron
LOC120300431	14	intron
LOC120300437	37	intron
LOC120300441	25	intron
LOC120300442	645	intron
LOC120300443	24	intron
LOC120300445	63	intron
LOC120300446	26	intron
LOC120300448	1	intron
LOC120300449	123	intron
LOC120300451	5	intron
LOC120300453	6	intron
LOC120300465	34	intron
LOC120300466	122	intron
LOC120300473	74	intron
LOC120300476	14	intron
LOC120300483	357	intron
LOC120300495	7	intron
LOC120300502	523	intron
LOC120300514	12	intron
LOC120300515	537	intron
LOC120300518	5	intron
LOC120300519	22	intron
LOC120300520	86	intron
LOC120300522	21	intron
LOC120300527	220	intron
LOC120300528	5	intron
LOC120300529	6	intron
LOC120300532	14	intron
LOC120300533	705	intron
LOC120300535	189	intron
LOC120300536	76	intron
LOC120300538	6	intron
LOC120300540	147	intron
LOC120300550	62	intron
LOC120300566	3	intron
LOC120300568	1	intron
LOC120300570	91	intron
LOC120300571	94	intron
LOC120300576	21	intron
LOC120300580	2	intron
LOC120300583	187	intron
LOC120300603	9	intron
LOC120300606	3	intron
LOC120300607	468	intron
LOC120300616	8	intron
LOC120300621	2	intron
LOC120300625	3	intron
LOC120300631	311	intron
LOC120300647	4	intron
LOC120300649	36	intron
LOC120300650	338	intron
LOC120300653	3	intron
LOC120300658	40	intron
LOC120300662	61	intron
LOC120300668	29	intron
LOC120300669	74	intron
LOC120300670	26	intron
LOC120300672	15	intron
LOC120300675	2	intron
LOC120300677	2	intron
LOC120300678	72	intron
LOC120300679	16	intron
LOC120300680	5	intron
LOC120300685	10	intron
LOC120300698	4	intron
LOC120300699	979	intron
LOC120300700	14	intron
LOC120300703	24	intron
LOC120300709	3	intron
LOC120300721	10	intron
LOC120300722	2	intron
LOC120300725	18	intron
LOC120300726	5	intron
LOC120300727	8	intron
LOC120300728	53	intron
LOC120300738	25	intron
LOC120300743	783	intron
LOC120300744	44	intron
LOC120300745	38	intron
LOC120300748	3	intron
LOC120300755	1	intron
LOC120300757	3	intron
LOC120300767	4	intron
LOC120300769	6	intron
LOC120300776	2596	intron
LOC120300778	2	intron
LOC120300780	16	intron
LOC120300784	40	intron
LOC120300788	22	intron
LOC120300793	273	intron
LOC120300796	2	intron
LOC120300798	1	intron
LOC120300800	2	intron
LOC120300801	4	intron
LOC120300805	685	intron
LOC120300806	9	intron
LOC120300810	142	intron
LOC120300812	258	intron
LOC120300813	543	intron
LOC120300825	2	intron
LOC120300827	41	intron
LOC120300835	24	intron
LOC120300837	215	intron
LOC120300839	1	intron
LOC120300846	16	intron
LOC120300849	15	intron
LOC120300850	2	intron
LOC120300857	49	intron
LOC120300862	10	intron
LOC120300864	245	intron
LOC120300870	4	intron
LOC120300874	19	intron
LOC120300875	111	intron
LOC120300877	30	intron
LOC120300879	50	intron
LOC120300881	94	intron
LOC120300885	18	intron
LOC120300892	249	intron
LOC120300898	87	intron
LOC120300918	92	intron
LOC120300919	8	intron
LOC120300920	34	intron
LOC120300925	64	intron
LOC120300927	198	intron
LOC120300931	145	intron
LOC120300932	6	intron
LOC120300934	34	intron
LOC120300940	49	intron
LOC120300948	5	intron
LOC120300950	1	intron
LOC120300951	43	intron
LOC120300953	18	intron
LOC120300965	7	intron
LOC120300969	3	intron
LOC120300971	10	intron
LOC120300972	7	intron
LOC120300975	6	intron
LOC120300979	62	intron
LOC120300985	6	intron
LOC120300986	9	intron
LOC120300988	2	intron
LOC120300998	62	intron
LOC120301001	5694	intron
LOC120301003	12	intron
LOC120301006	4122	intron
LOC120301009	77	intron
LOC120301010	65	intron
LOC120301011	16	intron
LOC120301014	66	intron
LOC120301022	331	intron
LOC120301027	58	intron
LOC120301029	36	intron
LOC120301030	5	intron
LOC120301031	2271	intron
LOC120301041	922	intron
LOC120301042	312	intron
LOC120301049	59	intron
LOC120301051	401	intron
LOC120301052	21	intron
LOC120301061	71	intron
LOC120301071	5	intron
LOC120301073	1772	intron
LOC120301075	30	intron
LOC120301119	67	intron
LOC120301121	5	intron
LOC120301124	264	intron
LOC120301137	13	intron
LOC120301138	1	intron
LOC120301139	4	intron
LOC120301140	118	intron
LOC120301147	49	intron
LOC120301151	13	intron
LOC120301153	145	intron
LOC120301167	30	intron
LOC120301171	18	intron
LOC120301184	9	intron
LOC120301185	4	intron
LOC120301186	17	intron
LOC120301190	135	intron
LOC120301196	3	intron
LOC120301197	4	intron
LOC120301199	33	intron
LOC120301202	22	intron
LOC120301203	30	intron
LOC120301206	33	intron
LOC120301218	182	intron
LOC120301226	199	intron
LOC120301235	177	intron
LOC120301236	122	intron
LOC120301237	42	intron
LOC120301238	126	intron
LOC120301239	14	intron
LOC120301241	48	intron
LOC120301242	24	intron
LOC120301243	1624	intron
LOC120301247	23	intron
LOC120301260	63	intron
LOC120301262	31	intron
LOC120301263	2	intron
LOC120301265	32	intron
LOC120301267	19	intron
LOC120301273	128	intron
LOC120301278	6	intron
LOC120301285	6	intron
LOC120301288	1	intron
LOC120301291	125	intron
LOC120301292	52	intron
LOC120301293	107	intron
LOC120301294	7	intron
LOC120301296	43	intron
LOC120301299	22	intron
LOC120301303	36	intron
LOC120301304	710	intron
LOC120301306	6	intron
LOC120301307	72	intron
LOC120301320	2	intron
LOC120301323	20	intron
LOC120301324	15	intron
LOC120301325	42	intron
LOC120301326	21	intron
LOC120301327	10	intron
LOC120301328	12	intron
LOC120301329	4	intron
LOC120301330	56	intron
LOC120301331	23	intron
LOC120301332	38	intron
LOC120301333	61	intron
LOC120301334	1	intron
LOC120301341	437	intron
LOC120301349	2	intron
LOC120301352	55	intron
LOC120301354	21	intron
LOC120301368	25	intron
LOC120301369	29	intron
LOC120301371	42	intron
LOC120301375	1	intron
LOC120301376	1	intron
LOC120301390	12	intron
LOC120301392	24	intron
LOC120301396	24	intron
LOC120301411	10	intron
LOC120301424	135	intron
LOC120301425	12	intron
LOC120301426	24	intron
LOC120301433	35	intron
LOC120301441	22	intron
LOC120301446	111	intron
LOC120301448	4	intron
LOC120301454	28	intron
LOC120301456	21	intron
LOC120301458	186	intron
LOC120301472	66	intron
LOC120301479	5	intron
LOC120301481	35	intron
LOC120301491	13	intron
LOC120301492	92	intron
LOC120301495	80	intron
LOC120301496	16	intron
LOC120301498	111	intron
LOC120301499	135	intron
LOC120301501	38	intron
LOC120301502	86	intron
LOC120301509	63	intron
LOC120301520	2	intron
LOC120301524	2	intron
LOC120301529	22	intron
LOC120301536	72	intron
LOC120301543	1	intron
LOC120301552	212	intron
LOC120301554	84	intron
LOC120301557	11	intron
LOC120301559	49	intron
LOC120301561	1284	intron
LOC120301563	22	intron
LOC120301572	31	intron
LOC120301573	119	intron
LOC120301574	8	intron
LOC120301576	13	intron
LOC120301577	7	intron
LOC120301578	29	intron
LOC120301579	19	intron
LOC120301580	116	intron
LOC120301583	7	intron
LOC120301585	27	intron
LOC120301586	196	intron
LOC120301587	158	intron
LOC120301588	1	intron
LOC120301590	377	intron
LOC120301592	20	intron
LOC120301594	55	intron
LOC120301596	34	intron
LOC120301597	7	intron
LOC120301603	331	intron
LOC120301604	81	intron
LOC120301607	13	intron
LOC120301617	14	intron
LOC120301628	17	intron
LOC120301631	14	intron
LOC120301634	51	intron
LOC120301644	3	intron
LOC120301651	59	intron
LOC120301660	4	intron
LOC120301668	8	intron
LOC120301677	2	intron
LOC120301678	17	intron
LOC120301685	2	intron
LOC120301686	34	intron
LOC120301699	2	intron
LOC120301706	19	intron
LOC120301708	68	intron
LOC120301713	49	intron
LOC120301715	94	intron
LOC120301721	53	intron
LOC120301740	70	intron
LOC120301742	121	intron
LOC120301747	5	intron
LOC120301749	6	intron
LOC120301750	11	intron
LOC120301751	33	intron
LOC120301752	79	intron
LOC120301753	72	intron
LOC120301758	214	intron
LOC120301760	94	intron
LOC120301761	191	intron
LOC120301768	6	intron
LOC120301769	250	intron
LOC120301772	17	intron
LOC120301781	47	intron
LOC120301784	46	intron
LOC120301787	50	intron
LOC120301790	25	intron
LOC120301791	2	intron
LOC120301793	6	intron
LOC120301797	432	intron
LOC120301799	29	intron
LOC120301802	10	intron
LOC120301804	32	intron
LOC120301807	33	intron
LOC120301816	101	intron
LOC120301829	563	intron
LOC120301832	27	intron
LOC120301860	1238	intron
LOC120301862	28	intron
LOC120301863	80	intron
LOC120301865	30	intron
LOC120301867	106	intron
LOC120301869	8	intron
LOC120301875	383	intron
LOC120301878	3	intron
LOC120301880	28	intron
LOC120301886	7	intron
LOC120301888	45	intron
LOC120301893	1	intron
LOC120301895	1236	intron
LOC120301897	12	intron
LOC120301899	2	intron
LOC120301903	158	intron
LOC120301906	45	intron
LOC120301907	27	intron
LOC120301911	5	intron
LOC120301912	10	intron
LOC120301915	130	intron
LOC120301917	27	intron
LOC120301919	20	intron
LOC120301927	541	intron
LOC120301929	50	intron
LOC120301969	15	intron
LOC120301973	79	intron
LOC120301976	97	intron
LOC120301980	6	intron
LOC120301983	856	intron
LOC120301991	23	intron
LOC120301995	6	intron
LOC120301996	4	intron
LOC120301997	12	intron
LOC120301998	12	intron
LOC120302002	6	intron
LOC120302013	3	intron
LOC120302017	4	intron
LOC120302020	8	intron
LOC120302022	5	intron
LOC120302025	100	intron
LOC120302026	2	intron
LOC120302033	42	intron
LOC120302035	1	intron
LOC120302037	74	intron
LOC120302040	5	intron
LOC120302044	1	intron
LOC120302046	3	intron
LOC120302048	1	intron
LOC120302052	2	intron
LOC120302056	3	intron
LOC120302057	13	intron
LOC120302063	11	intron
LOC120302064	1	intron
LOC120302068	20	intron
LOC120302069	13	intron
LOC120302072	12	intron
LOC120302073	5	intron
LOC120302074	15	intron
LOC120302084	3	intron
LOC120302093	5	intron
LOC120302096	27	intron
LOC120302108	4	intron
LOC120302119	2	intron
LOC120302125	181	intron
LOC120302126	188	intron
LOC120302127	59	intron
LOC120302128	97	intron
LOC120302129	9	intron
LOC120302130	23	intron
LOC120302131	11	intron
LOC120302132	96	intron
LOC120302144	28	intron
LOC120302146	962	intron
LOC120302150	864	intron
LOC120302151	1	intron
LOC120302162	30	intron
LOC120302168	59	intron
LOC120302169	196	intron
LOC120302175	19	intron
LOC120302181	11	intron
LOC120302182	1	intron
LOC120302186	64	intron
LOC120302192	4	intron
LOC120302195	318	intron
LOC120302196	202	intron
LOC120302198	24	intron
LOC120302202	110	intron
LOC120302203	179	intron
LOC120302214	2	intron
LOC120302215	40	intron
LOC120302217	2	intron
LOC120302219	26	intron
LOC120302222	15	intron
LOC120302224	8	intron
LOC120302226	2	intron
LOC120302233	86	intron
LOC120302237	4	intron
LOC120302250	13	intron
LOC120302256	51	intron
LOC120302262	10	intron
LOC120302265	7	intron
LOC120302266	27	intron
LOC120302270	9	intron
LOC120302281	15	intron
LOC120302282	66	intron
LOC120302287	124	intron
LOC120302296	116	intron
LOC120302297	52	intron
LOC120302304	2	intron
LOC120302306	1	intron
LOC120302310	2	intron
LOC120302313	2	intron
LOC120302315	35	intron
LOC120302318	3	intron
LOC120302320	249	intron
LOC120302322	13	intron
LOC120302323	9	intron
LOC120302325	98	intron
LOC120302327	1	intron
LOC120302336	17	intron
LOC120302337	28	intron
LOC120302338	93	intron
LOC120302341	43	intron
LOC120302348	400	intron
LOC120302351	226	intron
LOC120302353	31	intron
